id,source_type,source_file,raw_text,name,url,domain,category,subcategory,purpose,department,agent_owner,use_case,data_type,access_type,cost_level,risk_level,legal_notes,setup_steps,example_prompt,tags,priority_score,verified_status,last_checked,notes
EIC-0418,photo_ocr,FB_IMG_1778509462625.jpg,¢ chroniclingamerica.loc.gov - Historical buried newspaper mystery archive,Chroniclingamerica,https://chroniclingamerica.loc.gov,chroniclingamerica.loc.gov,OSINT & Investigation,,Historical buried newspaper mystery archive,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on chroniclingamerica.loc.gov for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://chroniclingamerica.loc.gov and verify access (some sources gate behind free signup).
2. Pull: `intel pull chroniclingamerica.loc.gov`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden mysteries,3,auto,2026-05-12,photo_topic=Sites to dive Into the world's hidden Mysteries...
EIC-0419,photo_ocr,FB_IMG_1778509216213.jpg,¢ citizen.com - Get alerts on nearby reported incidents,Citizen,https://citizen.com,citizen.com,OSINT & Investigation,,Get alerts on nearby reported incidents,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on citizen.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://citizen.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull citizen.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0420,photo_ocr,FB_IMG_1778509216213.jpg,¢ cityprotect.com - Map local crime using reliable data,Cityprotect,https://cityprotect.com,cityprotect.com,OSINT & Investigation,,Map local crime using reliable data,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on cityprotect.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://cityprotect.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull cityprotect.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0421,photo_ocr,FB_IMG_1778509419261.jpg,¢ clinicaltrials.gov - global clinical research studies database.,Clinicaltrials,https://clinicaltrials.gov,clinicaltrials.gov,OSINT & Investigation,,global clinical research studies database,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on clinicaltrials.gov for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://clinicaltrials.gov and verify access (some sources gate behind free signup).
2. Pull: `intel pull clinicaltrials.gov`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,specialized search engines,3,auto,2026-05-12,photo_topic=:     tt sC«é@BBD@Claavew’ | Specialized search engines for different purposes.
EIC-0422,photo_ocr,FB_IMG_1778509216213.jpg,« copblock.org - Browse reports of police misconduct incidents,Copblock,https://copblock.org,copblock.org,OSINT & Investigation,,Browse reports of police misconduct incidents,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on copblock.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://copblock.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull copblock.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0423,photo_ocr,FB_IMG_1778509216213.jpg,¢ crimeometer.com - Stream real time crime data updates,Crimeometer,https://crimeometer.com,crimeometer.com,OSINT & Investigation,,Stream real time crime data updates,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on crimeometer.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://crimeometer.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull crimeometer.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0424,photo_ocr,FB_IMG_1778509216213.jpg,* crimesceneinvestigatoredu.org - Learn evidence collection and analysis,Crimesceneinvestigatoredu,https://crimesceneinvestigatoredu.org,crimesceneinvestigatoredu.org,OSINT & Investigation,,Learn evidence collection and analysis,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on crimesceneinvestigatoredu.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://crimesceneinvestigatoredu.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull crimesceneinvestigatoredu.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0425,photo_ocr,FB_IMG_1778509462625.jpg,* cryptemundo.com - Bigfoot cryptid Loch Ness evidence database,Cryptemundo,https://cryptemundo.com,cryptemundo.com,OSINT & Investigation,,Bigfoot cryptid Loch Ness evidence database,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on cryptemundo.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://cryptemundo.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull cryptemundo.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden mysteries,3,auto,2026-05-12,photo_topic=Sites to dive Into the world's hidden Mysteries...
EIC-0426,photo_ocr,FB_IMG_1778509400749.jpg,« deviceinfo.me - Device and browser data exposure check,Deviceinfo,https://deviceinfo.me,deviceinfo.me,OSINT & Investigation,,Device and browser data exposure check,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on deviceinfo.me for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://deviceinfo.me and verify access (some sources gate behind free signup).
2. Pull: `intel pull deviceinfo.me`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,investigative platforms,3,auto,2026-05-12,photo_topic=investigative platforms to uncover truth on any subject
EIC-0427,photo_ocr,FB_IMG_1778509174745.jpg,- diffchecker.com - compare text differences for forensic review,Diffchecker,https://diffchecker.com,diffchecker.com,OSINT & Investigation,,compare text differences for forensic review,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on diffchecker.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://diffchecker.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull diffchecker.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0428,photo_ocr,FB_IMG_1778509101649.jpg,« dl.acm.org - Computing and tech research library,Dl,https://dl.acm.org,dl.acm.org,OSINT & Investigation,,Computing and tech research library,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on dl.acm.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://dl.acm.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull dl.acm.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,research toolkit,3,auto,2026-05-12,photo_topic=Ultimate OSINT and Research Toolkit
EIC-0429,photo_ocr,FB_IMG_1778509174745.jpg,¢ dnstwist.it - detect domain impersonation for investigations,Dnstwist,https://dnstwist.it,dnstwist.it,OSINT & Investigation,,detect domain impersonation for investigations,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on dnstwist.it for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://dnstwist.it and verify access (some sources gate behind free signup).
2. Pull: `intel pull dnstwist.it`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0430,photo_ocr,FB_IMG_1778509507011.jpg,¢ documentcloud.org - analyze leaked and investigative documents.,Documentcloud,https://documentcloud.org,documentcloud.org,OSINT & Investigation,,analyze leaked and investigative documents,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on documentcloud.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://documentcloud.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull documentcloud.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,leaked,3,auto,2026-05-12,photo_topic=platforms for finding hard to  access information..
EIC-0431,photo_ocr,FB_IMG_1778509216213.jpg,¢ doenetwork.org - Identify unknown persons through case records,Doenetwork,https://doenetwork.org,doenetwork.org,OSINT & Investigation,,Identify unknown persons through case records,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on doenetwork.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://doenetwork.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull doenetwork.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0432,photo_ocr,FB_IMG_1778509462625.jpg,¢ earthfiles.com - ET animal mutilation mystery investigations,Earthfiles,https://earthfiles.com,earthfiles.com,OSINT & Investigation,,ET animal mutilation mystery investigations,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on earthfiles.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://earthfiles.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull earthfiles.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden mysteries,3,auto,2026-05-12,photo_topic=Sites to dive Into the world's hidden Mysteries...
EIC-0433,photo_ocr,FB_IMG_1778509400749.jpg,« emailrep.io - Assess email reputation and risk scoring,Emailrep,https://emailrep.io,emailrep.io,OSINT & Investigation,,Assess email reputation and risk scoring,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on emailrep.io for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://emailrep.io and verify access (some sources gate behind free signup).
2. Pull: `intel pull emailrep.io`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,investigative platforms,3,auto,2026-05-12,photo_topic=investigative platforms to uncover truth on any subject
EIC-0434,photo_ocr,FB_IMG_1778509101649.jpg,¢ eric.ed.gov - Education research papers,Eric,https://eric.ed.gov,eric.ed.gov,OSINT & Investigation,,Education research papers,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on eric.ed.gov for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://eric.ed.gov and verify access (some sources gate behind free signup).
2. Pull: `intel pull eric.ed.gov`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,research toolkit,3,auto,2026-05-12,photo_topic=Ultimate OSINT and Research Toolkit
EIC-0435,photo_ocr,FB_IMG_1778509174745.jpg,¢ ericzimmerman.github.io -Windows forensics tools collection,Ericzimmerman,https://ericzimmerman.github.io,ericzimmerman.github.io,OSINT & Investigation,,Windows forensics tools collection,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on ericzimmerman.github.io for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://ericzimmerman.github.io and verify access (some sources gate behind free signup).
2. Pull: `intel pull ericzimmerman.github.io`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0436,photo_ocr,FB_IMG_1778509101649.jpg,* europepmc.org - biomedical literature database,Europepmc,https://europepmc.org,europepmc.org,OSINT & Investigation,,biomedical literature database,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on europepmc.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://europepmc.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull europepmc.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,research toolkit,3,auto,2026-05-12,photo_topic=Ultimate OSINT and Research Toolkit
EIC-0437,photo_ocr,FB_IMG_1778509174745.jpg,¢ exiftool.org - extract metadata from files and media,Exiftool,https://exiftool.org,exiftool.org,OSINT & Investigation,,extract metadata from files and media,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on exiftool.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://exiftool.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull exiftool.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0438,photo_ocr,FB_IMG_1778509400749.jpg,« explodingtopics.com - emerging trends before they become mainstream,Explodingtopics,https://explodingtopics.com,explodingtopics.com,OSINT & Investigation,,emerging trends before they become mainstream,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on explodingtopics.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://explodingtopics.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull explodingtopics.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,investigative platforms,3,auto,2026-05-12,photo_topic=investigative platforms to uncover truth on any subject
EIC-0439,photo_ocr,FB_IMG_1778509254932.jpg,¢ fallingfruit.org - Free food trees mapped in cities worldwide,Fallingfruit,https://fallingfruit.org,fallingfruit.org,OSINT & Investigation,,Free food trees mapped in cities worldwide,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on fallingfruit.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://fallingfruit.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull fallingfruit.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden global information,3,auto,2026-05-12,photo_topic=Tools to discover hidden global information | e thegreatestbooks.org   Top fiction books determined by critics
EIC-0440,photo_ocr,FB_IMG_1778509216213.jpg,¢ fatalencounters.org - police related deaths from reports,Fatalencounters,https://fatalencounters.org,fatalencounters.org,OSINT & Investigation,,police related deaths from reports,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on fatalencounters.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://fatalencounters.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull fatalencounters.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0441,photo_ocr,FB_IMG_1778509254932.jpg,"- figshare.com - Research datasets, figures,, and unpublished findings",Figshare,https://figshare.com,figshare.com,OSINT & Investigation,,"Research datasets, figures,, and unpublished findings",OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on figshare.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://figshare.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull figshare.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden global information,3,auto,2026-05-12,photo_topic=Tools to discover hidden global information | e thegreatestbooks.org   Top fiction books determined by critics
EIC-0442,photo_ocr,FB_IMG_1778509101649.jpg,¢ filmot.com - Find anything spoken across millions of videos,Filmot,https://filmot.com,filmot.com,OSINT & Investigation,,Find anything spoken across millions of videos,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on filmot.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://filmot.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull filmot.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,research toolkit,3,auto,2026-05-12,photo_topic=Ultimate OSINT and Research Toolkit
EIC-0443,photo_ocr,FB_IMG_1778509174745.jpg,« foremost.sourceforge.net - recover files through header and footer carving,Foremost,https://foremost.sourceforge.net,foremost.sourceforge.net,OSINT & Investigation,,recover files through header and footer carving,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on foremost.sourceforge.net for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://foremost.sourceforge.net and verify access (some sources gate behind free signup).
2. Pull: `intel pull foremost.sourceforge.net`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0444,photo_ocr,FB_IMG_1778509216213.jpg,¢ forensicfilesnow.com - forensic breakdowns of real cases,Forensicfilesnow,https://forensicfilesnow.com,forensicfilesnow.com,OSINT & Investigation,,forensic breakdowns of real cases,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on forensicfilesnow.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://forensicfilesnow.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull forensicfilesnow.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0445,photo_ocr,FB_IMG_1778509216213.jpg,¢ forensicmag.com - Articles explaining forensic science techniques,Forensicmag,https://forensicmag.com,forensicmag.com,OSINT & Investigation,,Articles explaining forensic science techniques,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on forensicmag.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://forensicmag.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull forensicmag.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0446,photo_ocr,FB_IMG_1778509462625.jpg,¢ forteantimes.com - Strange unexplained phenomena curiosities magazine,Forteantimes,https://forteantimes.com,forteantimes.com,OSINT & Investigation,,Strange unexplained phenomena curiosities magazine,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on forteantimes.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://forteantimes.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull forteantimes.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden mysteries,3,auto,2026-05-12,photo_topic=Sites to dive Into the world's hidden Mysteries...
EIC-0447,photo_ocr,FB_IMG_1778509400749.jpg,« fotoforensics.com - image manipulation detection tool,Fotoforensics,https://fotoforensics.com,fotoforensics.com,OSINT & Investigation,,image manipulation detection tool,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on fotoforensics.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://fotoforensics.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull fotoforensics.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,investigative platforms,3,auto,2026-05-12,photo_topic=investigative platforms to uncover truth on any subject
EIC-0448,photo_ocr,FB_IMG_1778509174745.jpg,« freehexeditorneo.com - low level binary data forensic inspection,Freehexeditorneo,https://freehexeditorneo.com,freehexeditorneo.com,OSINT & Investigation,,low level binary data forensic inspection,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on freehexeditorneo.com for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://freehexeditorneo.com and verify access (some sources gate behind free signup).
2. Pull: `intel pull freehexeditorneo.com`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0449,photo_ocr,FB_IMG_1778509090589.jpg,¢ freemusicarchive.org - Royalty free music for your video projects,Freemusicarchive,https://freemusicarchive.org,freemusicarchive.org,OSINT & Investigation,,copyrightt-free music database curated by radio stations,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on freemusicarchive.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://freemusicarchive.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull freemusicarchive.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,archive.org,3,auto,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding | photo_topic=platforms for finding hard to  access information..
EIC-0450,photo_ocr,FB_IMG_1778509462625.jpg,¢ gdeltproject.org - Global event hidden pattern trend analysis,Gdeltproject,https://gdeltproject.org,gdeltproject.org,OSINT & Investigation,,Global event hidden pattern trend analysis,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on gdeltproject.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://gdeltproject.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull gdeltproject.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,hidden mysteries,3,auto,2026-05-12,photo_topic=Sites to dive Into the world's hidden Mysteries...
EIC-0451,photo_ocr,FB_IMG_1778509174745.jpg,¢ ghidra-sre.org - reverse engineer compiled software binaries,Ghidra Sre,https://ghidra-sre.org,ghidra-sre.org,OSINT & Investigation,,reverse engineer compiled software binaries,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on ghidra-sre.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://ghidra-sre.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull ghidra-sre.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0452,spreadsheet,Everlight_Free_Resources_List.xlsx,ghostfol.io | Stock tracking | Private open-source stock/ETF tracker.,Ghostfol,https://ghostfol.io,ghostfol.io,OSINT & Investigation,,"Track your stocks and ETFs(private,open source)",OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on ghostfol.io for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://ghostfol.io and verify access (some sources gate behind free signup).
2. Pull: `intel pull ghostfol.io`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,tracking,4,checked,2026-05-12,sheet_category=Stock tracking | photo_topic=Essential Tools you'll wish you found earlier
EIC-0453,photo_ocr,FB_IMG_1778509400749.jpg,¢ ghostproject.fr - Access large database of leaked personal records.,Ghostproject,https://ghostproject.fr,ghostproject.fr,OSINT & Investigation,,Access large database of leaked personal records,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on ghostproject.fr for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://ghostproject.fr and verify access (some sources gate behind free signup).
2. Pull: `intel pull ghostproject.fr`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,investigative platforms,3,auto,2026-05-12,photo_topic=investigative platforms to uncover truth on any subject
EIC-0454,photo_ocr,FB_IMG_1778509101649.jpg,¢ gijn.org - World's biggest investigative journalism guide,Gijn,https://gijn.org,gijn.org,OSINT & Investigation,,World's biggest investigative journalism guide,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on gijn.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://gijn.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull gijn.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,research toolkit,3,auto,2026-05-12,photo_topic=Ultimate OSINT and Research Toolkit
EIC-0455,photo_ocr,FB_IMG_1778509216213.jpg,¢ gunviolencearchive.org - Track gun incidents with reliable data,Gunviolencearchive,https://gunviolencearchive.org,gunviolencearchive.org,OSINT & Investigation,,Track gun incidents with reliable data,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on gunviolencearchive.org for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://gunviolencearchive.org and verify access (some sources gate behind free signup).
2. Pull: `intel pull gunviolencearchive.org`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,crime patterns,3,auto,2026-05-12,photo_topic=Databases exposing crime patterns and evidence data
EIC-0456,photo_ocr,FB_IMG_1778509174745.jpg,¢ guymager.sourceforge.io - forensic disk imaging acquisition utility,Guymager,https://guymager.sourceforge.io,guymager.sourceforge.io,OSINT & Investigation,,forensic disk imaging acquisition utility,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on guymager.sourceforge.io for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://guymager.sourceforge.io and verify access (some sources gate behind free signup).
2. Pull: `intel pull guymager.sourceforge.io`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0457,photo_ocr,FB_IMG_1778509174745.jpg,« hashcat.net - password recovery through advanced hash cracking,Hashcat,https://hashcat.net,hashcat.net,OSINT & Investigation,,password recovery through advanced hash cracking,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on hashcat.net for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://hashcat.net and verify access (some sources gate behind free signup).
2. Pull: `intel pull hashcat.net`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
EIC-0458,photo_ocr,FB_IMG_1778509174745.jpg,« hashdeep.sourceforge.net - Computes and audits hash sets,Hashdeep,https://hashdeep.sourceforge.net,hashdeep.sourceforge.net,OSINT & Investigation,,Computes and audits hash sets,OSINT Desk,Cipher Wolfe,"Cipher Wolfe runs lookups on hashdeep.sourceforge.net for public records, leaked data, archives, or investigative leads. Use only with a documented business purpose; log every query in the compliance audit.",,free,free,low,,"1. Open https://hashdeep.sourceforge.net and verify access (some sources gate behind free signup).
2. Pull: `intel pull hashdeep.sourceforge.net`.
3. Log the investigation reason in `Wholesale/compliance/osint_log.jsonl`.",,forensics tools,3,auto,2026-05-12,photo_topic=forensics tools experts rarely mention
